ad_archive_id,ad_creation_time,currency,max_impressions,max_spend,min_impressions,min_spend,ad_url,page_name,page_id
2104630119791257,2018-09-13,USD,24999,1499,20000,1000,https://www.facebook.com/ads/library/?id=2104630119791257,AIPAC,40217893542
2155698324686264,2018-09-13,USD,69999,2499,60000,2000,https://www.facebook.com/ads/library/?id=2155698324686264,AIPAC,40217893542
351120225628777,2018-09-18,USD,34999,999,30000,900,https://www.facebook.com/ads/library/?id=351120225628777,AIPAC,40217893542
274900216477090,2018-09-28,USD,14999,499,10000,400,https://www.facebook.com/ads/library/?id=274900216477090,AIPAC,40217893542
2037687179615335,2018-10-03,USD,59999,2499,50000,2000,https://www.facebook.com/ads/library/?id=2037687179615335,AIPAC,40217893542
179664342911906,2018-10-16,USD,24999,1499,20000,1000,https://www.facebook.com/ads/library/?id=179664342911906,AIPAC,40217893542
245439859655107,2018-10-16,USD,14999,599,10000,500,https://www.facebook.com/ads/library/?id=245439859655107,AIPAC,40217893542
253525805354062,2018-10-16,USD,124999,5999,100000,5000,https://www.facebook.com/ads/library/?id=253525805354062,AIPAC,40217893542
291814608307996,2018-10-16,USD,39999,1499,35000,1000,https://www.facebook.com/ads/library/?id=291814608307996,AIPAC,40217893542
762196887469110,2018-10-16,USD,39999,1499,35000,1000,https://www.facebook.com/ads/library/?id=762196887469110,AIPAC,40217893542
881446018910896,2018-10-16,USD,124999,4999,100000,4500,https://www.facebook.com/ads/library/?id=881446018910896,AIPAC,40217893542
1100917843445553,2018-10-16,USD,124999,4999,100000,4500,https://www.facebook.com/ads/library/?id=1100917843445553,AIPAC,40217893542
2008377579249386,2018-10-16,USD,19999,699,15000,600,https://www.facebook.com/ads/library/?id=2008377579249386,AIPAC,40217893542
2023516194358423,2018-10-16,USD,39999,1999,35000,1500,https://www.facebook.com/ads/library/?id=2023516194358423,AIPAC,40217893542
290588091556110,2018-10-17,USD,19999,799,15000,700,https://www.facebook.com/ads/library/?id=290588091556110,AIPAC,40217893542
353925251842216,2018-10-17,USD,59999,2499,50000,2000,https://www.facebook.com/ads/library/?id=353925251842216,AIPAC,40217893542
1866808346768860,2018-10-22,USD,14999,399,10000,300,https://www.facebook.com/ads/library/?id=1866808346768860,AIPAC,40217893542
1868326789928134,2018-10-22,USD,19999,1499,15000,1000,https://www.facebook.com/ads/library/?id=1868326789928134,AIPAC,40217893542
576542302776310,2018-10-30,USD,14999,399,10000,300,https://www.facebook.com/ads/library/?id=576542302776310,AIPAC,40217893542
563098757495326,2018-11-06,USD,19999,699,15000,600,https://www.facebook.com/ads/library/?id=563098757495326,AIPAC,40217893542
353337028556224,2018-11-06,USD,4999,199,4000,100,https://www.facebook.com/ads/library/?id=353337028556224,AIPAC,40217893542
192773694958399,2018-11-07,USD,14999,699,10000,600,https://www.facebook.com/ads/library/?id=192773694958399,AIPAC,40217893542
257999951576710,2018-11-07,USD,8999,499,8000,400,https://www.facebook.com/ads/library/?id=257999951576710,AIPAC,40217893542
177213973216895,2018-11-07,USD,9999,499,9000,400,https://www.facebook.com/ads/library/?id=177213973216895,AIPAC,40217893542
322195081932683,2018-11-07,USD,14999,599,10000,500,https://www.facebook.com/ads/library/?id=322195081932683,AIPAC,40217893542
448247842368447,2018-11-07,USD,2999,99,2000,0,https://www.facebook.com/ads/library/?id=448247842368447,AIPAC,40217893542
324411455017387,2018-11-08,USD,69999,2499,60000,2000,https://www.facebook.com/ads/library/?id=324411455017387,AIPAC,40217893542
2186258734726981,2018-11-08,USD,24999,999,20000,900,https://www.facebook.com/ads/library/?id=2186258734726981,AIPAC,40217893542
360720581165992,2018-11-19,USD,34999,899,30000,800,https://www.facebook.com/ads/library/?id=360720581165992,AIPAC,40217893542
